Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:HYGG,"Hyperion Global Growth Companies Fund (Managed Fund) (ASX:HYGG)",https://www.listcorp.com/asx/hygg/hyperion-global-growth-companies-fund-managed-fund,"	2638050000",5.06,-0.05,-0.98,Unclassified
ASX:BWP,"BWP Trust (ASX:BWP)",https://www.listcorp.com/asx/bwp/bwp-trust,"	2468750000",3.505,0.04,1.3,"Real Estate"
ASX:RED,"Red 5 Limited (ASX:RED)",https://www.listcorp.com/asx/red/red-5-limited,"	2448890000",0.3725,0.01,3.47,Materials
ASX:PXA,"PEXA Group Limited (ASX:PXA)",https://www.listcorp.com/asx/pxa/pexa-group-limited,"	2446660000",13.845,0.06,0.4,"Real Estate"
ASX:RGN,"Region Group (ASX:RGN)",https://www.listcorp.com/asx/rgn/region-group,"	2439840000",2.145,0.04,2.14,"Real Estate"
ASX:MAQ,"Macquarie Technology Group Limited (ASX:MAQ)",https://www.listcorp.com/asx/maq/macquarie-technology-group-limited,"	2437420000",92.27,-2.30,-2.43,"Information Technology"
ASX:PPT,"Perpetual Limited (ASX:PPT)",https://www.listcorp.com/asx/ppt/perpetual-limited,"	2432050000",21.52,0.21,0.99,Financials
ASX:HDN,"HomeCo Daily Needs REIT (ASX:HDN)",https://www.listcorp.com/asx/hdn/homeco-daily-needs-reit,"	2413040000",1.185,0.03,2.16,"Real Estate"
ASX:VDHG,"Vanguard Diversified High Growth Index ETF (ASX:VDHG)",https://www.listcorp.com/asx/vdhg/vanguard-diversified-high-growth-index-etf,"	2369370000",63.64,-1.19,-1.84,Unclassified
ASX:CLW,"Charter Hall Long WALE REIT (ASX:CLW)",https://www.listcorp.com/asx/clw/charter-hall-long-wale-reit,"	2349610000",3.315,0.07,2,"Real Estate"
ASX:IAF,"iShares Core Composite Bond ETF (ASX:IAF)",https://www.listcorp.com/asx/iaf/ishares-core-composite-bond-etf,"	2348670000",99.53,-0.94,-0.94,Unclassified
ASX:EMR,"Emerald Resources NL (ASX:EMR)",https://www.listcorp.com/asx/emr/emerald-resources-nl,"	2316080000",3.51,-0.02,-0.57,Materials
ASX:MVW,"Vaneck Vectors Australian Equal Weight ETF (ASX:MVW)",https://www.listcorp.com/asx/mvw/vaneck-vectors-australian-equal-weight-etf,"	2267660000",35,-1.15,-3.18,Unclassified
ASX:NEC,"Nine Entertainment Co. Holdings Limited (ASX:NEC)",https://www.listcorp.com/asx/nec/nine-entertainment-co-holdings-limited,"	2233850000",1.395,-0.01,-0.36,"Communication Services"
ASX:HBRD,"BetaShares Active Australian Hybrids Fund (managed fund) (ASX:HBRD)",https://www.listcorp.com/asx/hbrd/betashares-active-australian-hybrids-fund,"	2207340000",10.12,-0.03,-0.3,Unclassified
ASX:PSI,"PSC Insurance Group Limited (ASX:PSI)",https://www.listcorp.com/asx/psi/psc-insurance-group-limited,"	2204650000",6.045,-0.00,-0.08,Financials
ASX:MXT,"Metrics Master Income Trust (ASX:MXT)",https://www.listcorp.com/asx/mxt/metrics-master-income-trust,"	2195490000",2.07,0.00,0,Financials
ASX:RMS,"Ramelius Resources Limited (ASX:RMS)",https://www.listcorp.com/asx/rms/ramelius-resources,"	2194500000",1.8725,-0.05,-2.47,Materials
ASX:LTR,"Liontown Resources Limited (ASX:LTR)",https://www.listcorp.com/asx/ltr/liontown-resources-limited,"	2194170000",0.885,-0.02,-2.21,Materials
ASX:CDA,"Codan Limited (ASX:CDA)",https://www.listcorp.com/asx/cda/codan-limited,"	2181230000",11.78,-0.25,-2.08,"Information Technology"
ASX:VUK,"Virgin Money UK PLC (ASX:VUK)",https://www.listcorp.com/asx/vuk/virgin-money-uk-plc,"	2169220000",4.05,-0.02,-0.49,Financials
ASX:MFF,"MFF Capital Investments Limited (ASX:MFF)",https://www.listcorp.com/asx/mff/mff-capital-investments,"	2149870000",3.7,-0.01,-0.27,Financials
ASX:GNE,"Genesis Energy Limited (ASX:GNE)",https://www.listcorp.com/asx/gne/genesis-energy-limited,"	2132690000",1.99,0.02,1.02,Utilities
ASX:DRR,"Deterra Royalties Limited (ASX:DRR)",https://www.listcorp.com/asx/drr/deterra-royalties-limited,"	2109310000",4.02,0.03,0.75,Materials
ASX:FBU,"Fletcher Building Limited (ASX:FBU)",https://www.listcorp.com/asx/fbu/fletcher-building-limited,"	2106390000",2.725,0.03,1.3,Industrials
ASX:BGL,"Bellevue Gold Limited (ASX:BGL)",https://www.listcorp.com/asx/bgl/bellevue-gold-limited,"	2101560000",1.8,0.01,0.84,Materials
ASX:ABC,"Adbri Limited (ASX:ABC)",https://www.listcorp.com/asx/abc/adbri-limited,"	2089220000",3.19,0.00,0,Materials
ASX:SIG,"Sigma Healthcare Limited (ASX:SIG)",https://www.listcorp.com/asx/sig/sigma-healthcare-limited,"	2080630000",1.2475,-0.03,-2.16,"Health Care"
ASX:TUA,"Tuas Limited (ASX:TUA)",https://www.listcorp.com/asx/tua/tuas-limited,"	2061390000",4.37,-0.05,-1.13,"Communication Services"
ASX:CEN,"Contact Energy Limited (ASX:CEN)",https://www.listcorp.com/asx/cen/contact-energy-limited,"	2039200000",8.43,0.47,5.9,Utilities
ASX:SNZ,"Summerset Group Holdings Limited (ASX:SNZ)",https://www.listcorp.com/asx/snz/summerset-group-holdings-limited,"	2033350000",8.7,0.07,0.81,"Health Care"
ASX:SGM,"Sims Limited (ASX:SGM)",https://www.listcorp.com/asx/sgm/sims-limited,"	1990060000",10.22,-0.08,-0.78,Materials
ASX:GNC,"GrainCorp Limited (ASX:GNC)",https://www.listcorp.com/asx/gnc/graincorp-limited,"	1989870000",8.95,0.08,0.9,"Consumer Staples"
ASX:CRN,"Coronado Global Resources Inc. (ASX:CRN)",https://www.listcorp.com/asx/crn/coronado-global-resources-inc.,"	1986600000",1.3075,0.12,10.34,Materials
ASX:LSF,"L1 Long Short Fund Limited (ASX:LSF)",https://www.listcorp.com/asx/lsf/l1-long-short-fund-limited,"	1979270000",3.12,-0.06,-1.89,Financials
ASX:GMD,"Genesis Minerals Limited (ASX:GMD)",https://www.listcorp.com/asx/gmd/genesis-minerals-limited,"	1968990000",1.76,0.00,0.28,Materials
ASX:INA,"Ingenia Communities Group (ASX:INA)",https://www.listcorp.com/asx/ina/ingenia-communities-group,"	1948250000",4.805,0.02,0.52,"Real Estate"
ASX:CTD,"Corporate Travel Management Limited (ASX:CTD)",https://www.listcorp.com/asx/ctd/corporate-travel-management,"	1940280000",13.4,0.14,1.06,"Consumer Discretionary"
ASX:VAF,"Vanguard Australian Fixed Interest Index ETF (ASX:VAF)",https://www.listcorp.com/asx/vaf/vanguard-australian-fixed-interest-index-etf,"	1929940000",44.63,-0.54,-1.2,Unclassified
ASX:DHG,"Domain Holdings Australia Limited (ASX:DHG)",https://www.listcorp.com/asx/dhg/domain-holdings-australia,"	1926550000",2.98,-0.07,-2.3,"Communication Services"
ASX:CIP,"Centuria Industrial REIT (ASX:CIP)",https://www.listcorp.com/asx/cip/centuria-industrial-reit,"	1911140000",3.03,0.02,0.66,"Real Estate"
ASX:CQR,"Charter Hall Retail REIT (ASX:CQR)",https://www.listcorp.com/asx/cqr/charter-hall-retail-reit,"	1889000000",3.175,-0.08,-2.31,"Real Estate"
ASX:EVT,"EVT Limited (ASX:EVT)",https://www.listcorp.com/asx/evt/evt-limited,"	1885640000",11.6,-0.02,-0.17,"Communication Services"
ASX:LTM,"Arcadium Lithium plc (ASX:LTM)",https://www.listcorp.com/asx/ltm/arcadium-lithium-plc,"	1866360000",4.96,0.03,0.61,Materials
ASX:GOR,"Gold Road Resources Limited (ASX:GOR)",https://www.listcorp.com/asx/gor/gold-road-resources,"	1852520000",1.725,0.02,0.88,Materials
ASX:CMM,"Capricorn Metals Ltd (ASX:CMM)",https://www.listcorp.com/asx/cmm/capricorn-metals-ltd,"	1804580000",4.89,0.11,2.3,Materials
ASX:MP1,"Megaport Limited (ASX:MP1)",https://www.listcorp.com/asx/mp1/megaport-limited,"	1789600000",11.085,-0.13,-1.2,"Information Technology"
ASX:ZIM,"Zimplats Holdings Limited (ASX:ZIM)",https://www.listcorp.com/asx/zim/zimplats-holdings-limited,"	1776020000",16.82,0.32,1.94,Materials
ASX:IHVV,"iShares S&P 500 (AUD Hedged) ETF (ASX:IHVV)",https://www.listcorp.com/asx/ihvv/ishares-s-and-p-500-aud-hedged-etf,"	1759560000",50.24,-0.71,-1.39,Unclassified
ASX:NUF,"Nufarm Limited (ASX:NUF)",https://www.listcorp.com/asx/nuf/nufarm-limited,"	1758370000",4.595,-0.01,-0.11,Materials
ASX:BAP,"Bapcor Limited (ASX:BAP)",https://www.listcorp.com/asx/bap/bapcor-limited,"	1744580000",5.07,-0.07,-1.36,"Consumer Discretionary"
ASX:DDR,"Dicker Data Limited (ASX:DDR)",https://www.listcorp.com/asx/ddr/dicker-data-limited,"	1742790000",9.49,-0.17,-1.76,"Information Technology"
ASX:PNV,"Polynovo Limited (ASX:PNV)",https://www.listcorp.com/asx/pnv/polynovo-limited,"	1691070000",2.4,-0.05,-2.04,"Health Care"
ASX:CU6,"Clarity Pharmaceuticals Ltd (ASX:CU6)",https://www.listcorp.com/asx/cu6/clarity-pharmaceuticals,"	1689120000",5.22,-0.20,-3.69,"Health Care"
ASX:BOE,"Boss Energy Limited (ASX:BOE)",https://www.listcorp.com/asx/boe/boss-energy-limited,"	1688920000",3.92,-0.21,-5.08,Energy
ASX:WAF,"West African Resources Limited (ASX:WAF)",https://www.listcorp.com/asx/waf/west-african-resources,"	1654730000",1.595,-0.01,-0.93,Materials
ASX:ZIP,"Zip Co Limited (ASX:ZIP)",https://www.listcorp.com/asx/zip/zip-co-limited,"	1644920000",1.445,-0.02,-1.03,Financials
ASX:GOZ,"Growthpoint Properties Australia (ASX:GOZ)",https://www.listcorp.com/asx/goz/growthpoint-properties,"	1636200000",2.2,0.03,1.38,"Real Estate"
ASX:AIZ,"Air New Zealand Limited (ASX:AIZ)",https://www.listcorp.com/asx/aiz/air-new-zealand-limited,"	1616860000",0.485,0.00,1.04,Industrials
ASX:RDX,"Redox Limited (ASX:RDX)",https://www.listcorp.com/asx/rdx/redox-limited,"	1606750000",3.07,0.01,0.33,Industrials
ASX:TAH,"Tabcorp Holdings Limited (ASX:TAH)",https://www.listcorp.com/asx/tah/tabcorp-holdings-limited,"	1598550000",0.6975,-0.00,-0.36,"Consumer Discretionary"
ASX:WLE,"WAM Leaders Limited (ASX:WLE)",https://www.listcorp.com/asx/wle/wam-leaders-limited,"	1597560000",1.26,-0.01,-0.4,Financials
ASX:WAM,"WAM Capital Limited (ASX:WAM)",https://www.listcorp.com/asx/wam/wam-capital-limited,"	1592070000",1.45,0.02,1.4,Financials
ASX:JLG,"Johns Lyng Group Limited (ASX:JLG)",https://www.listcorp.com/asx/jlg/johns-lyng-group-limited,"	1585830000",5.695,-0.01,-0.09,Industrials
ASX:IPH,"IPH Limited (ASX:IPH)",https://www.listcorp.com/asx/iph/iph-limited,"	1553320000",6.23,-0.04,-0.64,Industrials
ASX:IFL,"Insignia Financial Ltd (ASX:IFL)",https://www.listcorp.com/asx/ifl/insignia-financial-ltd,"	1535960000",2.255,-0.04,-1.53,Financials
ASX:MFG,"Magellan Financial Group Limited (ASX:MFG)",https://www.listcorp.com/asx/mfg/magellan-financial-group-limited,"	1521880000",8.48,0.06,0.71,Financials
ASX:ASK,"Abacus Storage King (ASX:ASK)",https://www.listcorp.com/asx/ask/abacus-storage-king,"	1517790000",1.175,0.02,1.73,"Real Estate"
ASX:LIC,"Lifestyle Communities Limited (ASX:LIC)",https://www.listcorp.com/asx/lic/lifestyle-communities-limited,"	1513230000",12.48,0.05,0.4,"Real Estate"
ASX:IRE,"Iress Limited (ASX:IRE)",https://www.listcorp.com/asx/ire/iress-limited,"	1503660000",7.98,-0.07,-0.87,"Information Technology"
ASX:SUBD,"VanEck Australian Subordinated Debt ETF (ASX:SUBD)",https://www.listcorp.com/asx/subd/vaneck-australian-subordinated-debt-etf,"	1490540000",25.115,-0.11,-0.42,Unclassified
ASX:AOV,"Amotiv Limited (ASX:AOV)",https://www.listcorp.com/asx/aov/amotiv-limited,"	1479390000",10.54,0.04,0.38,"Consumer Discretionary"
ASX:DBI,"Dalrymple Bay Infrastructure Limited (ASX:DBI)",https://www.listcorp.com/asx/dbi/dalrymple-bay-infrastructure-limited,"	1467450000",2.955,-0.01,-0.17,Industrials
ASX:KAR,"Karoon Energy Ltd (ASX:KAR)",https://www.listcorp.com/asx/kar/karoon-energy-ltd,"	1466580000",1.825,-0.00,-0.27,Energy
ASX:WPR,"Waypoint REIT (ASX:WPR)",https://www.listcorp.com/asx/wpr/waypoint-reit,"	1457940000",2.225,0.05,2.53,"Real Estate"
ASX:SDR,"SiteMinder Limited (ASX:SDR)",https://www.listcorp.com/asx/sdr/siteminder-limited,"	1417900000",5.13,0.04,0.79,"Information Technology"
ASX:SGR,"The Star Entertainment Group Limited (ASX:SGR)",https://www.listcorp.com/asx/sgr/star-entertainment-group,"	1405650000",0.4975,0.01,1.53,"Consumer Discretionary"
ASX:NWH,"NRW Holdings Limited (ASX:NWH)",https://www.listcorp.com/asx/nwh/nrw-holdings-limited,"	1399920000",3.05,-0.04,-1.29,Industrials
ASX:JDO,"Judo Capital Holdings Limited (ASX:JDO)",https://www.listcorp.com/asx/jdo/judo-capital-holdings-limited,"	1397720000",1.2475,-0.01,-0.99,Financials
ASX:KLS,"Kelsian Group Limited (ASX:KLS)",https://www.listcorp.com/asx/kls/kelsian-group-limited,"	1389360000",5.12,-0.03,-0.58,Industrials
ASX:MGH,"MAAS Group Holdings Limited (ASX:MGH)",https://www.listcorp.com/asx/mgh/maas-group-holdings-limited,"	1387120000",4.24,0.01,0.24,Industrials
ASX:ARF,"Arena REIT (ASX:ARF)",https://www.listcorp.com/asx/arf/arena-reit,"	1378760000",3.89,0.02,0.52,"Real Estate"
ASX:QPON,"BetaShares Australian Bank Senior Floating Rate Bond ETF (ASX:QPON)",https://www.listcorp.com/asx/qpon/betashares-australian-bank-senior-floating-rate-bond-etf,"	1372290000",25.93,-0.13,-0.5,Unclassified
ASX:IXJ,"iShares Global Healthcare ETF (ASX:IXJ)",https://www.listcorp.com/asx/ixj/ishares-global-healthcare-etf,"	1365210000",138.7,-1.67,-1.19,Unclassified
ASX:CNI,"Centuria Capital Group (ASX:CNI)",https://www.listcorp.com/asx/cni/centuria-capital,"	1359530000",1.6325,-0.02,-1.06,"Real Estate"
ASX:BKI,"BKI Investment Company Limited (ASX:BKI)",https://www.listcorp.com/asx/bki/bki-investment-company-limited,"	1352260000",1.6925,0.01,0.74,Financials
ASX:ING,"Inghams Group Limited (ASX:ING)",https://www.listcorp.com/asx/ing/inghams-group,"	1345480000",3.64,0.02,0.55,"Consumer Staples"
ASX:RRL,"Regis Resources Limited (ASX:RRL)",https://www.listcorp.com/asx/rrl/regis-resources-limited,"	1325620000",1.7525,-0.00,-0.14,Materials
ASX:VBND,"Vanguard Global Aggregate Bond Index (Hedged) ETF (ASX:VBND)",https://www.listcorp.com/asx/vbnd/vanguard-global-aggregate-bond-index-hedged-etf,"	1323190000",40.96,-0.45,-1.09,Unclassified
ASX:AD8,"Audinate Group Limited (ASX:AD8)",https://www.listcorp.com/asx/ad8/audinate-group-limited,"	1315610000",15.58,-0.25,-1.58,"Information Technology"
ASX:REG,"Regis Healthcare Limited (ASX:REG)",https://www.listcorp.com/asx/reg/regis-healthcare-limited,"	1312510000",4.27,-0.09,-2.06,"Health Care"
ASX:DRO,"Droneshield Limited (ASX:DRO)",https://www.listcorp.com/asx/dro/droneshield-limited,"	1311590000",1.6525,-0.07,-3.92,Industrials
ASX:DYL,"Deep Yellow Limited (ASX:DYL)",https://www.listcorp.com/asx/dyl/deep-yellow-limited,"	1298720000",1.29,-0.05,-3.73,Energy
ASX:BGA,"Bega Cheese Limited (ASX:BGA)",https://www.listcorp.com/asx/bga/bega-cheese-limited,"	1295300000",4.265,0.01,0.35,"Consumer Staples"
ASX:DTL,"Data#3 Limited (ASX:DTL)",https://www.listcorp.com/asx/dtl/data-3-limited,"	1294870000",8.24,-0.13,-1.55,"Information Technology"
ASX:AUI,"Australian United Investment Company Limited (ASX:AUI)",https://www.listcorp.com/asx/aui/australian-united-investment-company-limited,"	1292190000",10.4,-0.03,-0.29,Financials
ASX:FRW,"Freightways Group Limited (ASX:FRW)",https://www.listcorp.com/asx/frw/freightways-group-limited,"	1290310000",7.22,0.00,0,Industrials
ASX:ELD,"Elders Limited (ASX:ELD)",https://www.listcorp.com/asx/eld/elders-limited,"	1284140000",8.11,-0.05,-0.61,"Consumer Staples"
ASX:APM,"APM Human Services International Limited (ASX:APM)",https://www.listcorp.com/asx/apm/apm-human-services-international,"	1270300000",1.38,-0.00,-0.36,Industrials
ASX:SLX,"Silex Systems Limited (ASX:SLX)",https://www.listcorp.com/asx/slx/silex-systems-limited,"	1262550000",5.07,-0.26,-4.88,Industrials
ASX:MAD,"Mader Group Limited (ASX:MAD)",https://www.listcorp.com/asx/mad/mader-group-limited,"	1258000000",6.11,-0.18,-2.86,Industrials
ASX:MND,"Monadelphous Group Limited (ASX:MND)",https://www.listcorp.com/asx/mnd/monadelphous-group-limited,"	1251430000",12.89,0.05,0.39,Industrials
ASX:QHAL,"VanEck MSCI International Quality (Hedged) ETF (ASX:QHAL)",https://www.listcorp.com/asx/qhal/vaneck-msci-international-quality-hedged-etf,"	1228490000",47.8,-2.40,-4.78,Unclassified
ASX:NWS,"News Corporation (ASX:NWS)",https://www.listcorp.com/asx/nws/news-corp,"	1221910000",42.8,-0.35,-0.81,"Communication Services"
ASX:MMS,"McMillan Shakespeare Limited (ASX:MMS)",https://www.listcorp.com/asx/mms/mcmillan-shakespeare-limited,"	1220150000",17.16,-0.36,-2.05,Industrials
ASX:LFS,"Latitude Financial Services Group Limited (ASX:LFS)",https://www.listcorp.com/asx/lfs/latitude-financial-services-group-limited,"	1200830000",1.15,-0.00,-0.43,Financials
ASX:FAIR,"BetaShares Australian Sustainability Leaders ETF (ASX:FAIR)",https://www.listcorp.com/asx/fair/betashares-australian-sustainability-leaders-etf,"	1192450000",18.95,-0.49,-2.52,Unclassified
ASX:WA1,"WA1 Resources Ltd (ASX:WA1)",https://www.listcorp.com/asx/wa1/wa1-resources-ltd,"	1182570000",18.84,-0.44,-2.28,Materials
ASX:NCK,"Nick Scali Limited (ASX:NCK)",https://www.listcorp.com/asx/nck/nick-scali-limited,"	1177040000",13.425,-0.39,-2.79,"Consumer Discretionary"
ASX:WGX,"Westgold Resources Limited (ASX:WGX)",https://www.listcorp.com/asx/wgx/westgold-resources-limited,"	1146170000",2.43,0.01,0.41,Materials
ASX:OCL,"Objective Corporation Limited (ASX:OCL)",https://www.listcorp.com/asx/ocl/objective-corporation-limited,"	1144720000",11.83,-0.20,-1.66,"Information Technology"
ASX:LFG,"Liberty Financial Group Limited (ASX:LFG)",https://www.listcorp.com/asx/lfg/liberty-financial-group-limited,"	1142300000",3.735,-0.02,-0.66,Financials
ASX:IMD,"IMDEX Limited (ASX:IMD)",https://www.listcorp.com/asx/imd/imdex-limited,"	1133410000",2.23,0.01,0.45,Materials
ASX:SIQ,"Smartgroup Corporation Ltd (ASX:SIQ)",https://www.listcorp.com/asx/siq/smartgroup-corporation-ltd,"	1132170000",8.325,-0.13,-1.48,Industrials
ASX:MSB,"Mesoblast Limited (ASX:MSB)",https://www.listcorp.com/asx/msb/mesoblast-limited,"	1130370000",0.965,-0.03,-2.53,"Health Care"
ASX:SGF,"SG Fleet Group Limited (ASX:SGF)",https://www.listcorp.com/asx/sgf/sg-fleet-group,"	1128550000",3.23,-0.07,-2.12,Industrials
ASX:HLI,"Helia Group Limited (ASX:HLI)",https://www.listcorp.com/asx/hli/helia-group-limited,"	1127330000",3.875,0.01,0.13,Financials
ASX:TPW,"Temple & Webster Group Limited (ASX:TPW)",https://www.listcorp.com/asx/tpw/temple-and-webster-group-limited,"	1114620000",9.53,0.14,1.49,"Consumer Discretionary"
ASX:RSG,"Resolute Mining Limited (ASX:RSG)",https://www.listcorp.com/asx/rsg/resolute-mining,"	1107110000",0.5225,0.00,0.48,Materials
ASX:DUI,"Diversified United Investment Limited (ASX:DUI)",https://www.listcorp.com/asx/dui/diversified-united-investment-limited,"	1106520000",5.06,-0.07,-1.36,Financials
ASX:PWH,"PWR Holdings Limited (ASX:PWH)",https://www.listcorp.com/asx/pwh/pwr-holdings-limited,"	1103320000",10.95,-0.03,-0.27,"Consumer Discretionary"
ASX:AX1,"Accent Group Limited (ASX:AX1)",https://www.listcorp.com/asx/ax1/accent-group-limited,"	1089510000",1.8975,-0.04,-1.94,"Consumer Discretionary"
ASX:HLS,"Healius Limited (ASX:HLS)",https://www.listcorp.com/asx/hls/healius-limited,"	1089150000",1.435,-0.06,-4.33,"Health Care"
ASX:JIN,"Jumbo Interactive Limited (ASX:JIN)",https://www.listcorp.com/asx/jin/jumbo-interactive-limited,"	1088380000",17.49,0.20,1.16,"Consumer Discretionary"
ASX:SPR,"Spartan Resources Limited (ASX:SPR)",https://www.listcorp.com/asx/spr/spartan-resources-limited,"	1088010000",0.96,-0.03,-2.54,Materials
ASX:ADT,"Adriatic Metals Plc (ASX:ADT)",https://www.listcorp.com/asx/adt/adriatic-metals-plc,"	1083270000",3.82,-0.08,-2.05,Materials
ASX:CKF,"Collins Foods Limited (ASX:CKF)",https://www.listcorp.com/asx/ckf/collins-foods-limited,"	1069990000",9.01,-0.09,-0.99,"Consumer Discretionary"
ASX:ABG,"Abacus Group (ASX:ABG)",https://www.listcorp.com/asx/abg/abacus-group,"	1032170000",1.145,-0.01,-0.87,"Real Estate"
ASX:ABB,"Aussie Broadband Limited (ASX:ABB)",https://www.listcorp.com/asx/abb/aussie-broadband-limited,"	1022490000",3.41,-0.05,-1.45,"Communication Services"
ASX:CMW,"Cromwell Property Group (ASX:CMW)",https://www.listcorp.com/asx/cmw/cromwell-property-group,"	1021360000",0.395,0.00,1.28,"Real Estate"
ASX:CCP,"Credit Corp Group Limited (ASX:CCP)",https://www.listcorp.com/asx/ccp/credit-corp-group-limited,"	1018960000",14.84,-0.13,-0.87,Financials
ASX:SKC,"SkyCity Entertainment Group Limited (ASX:SKC)",https://www.listcorp.com/asx/skc/skycity-entertainment-group,"	1007270000",1.355,0.03,2.26,"Consumer Discretionary"
ASX:IEM,"iShares MSCI Emerging Markets ETF (ASX:IEM)",https://www.listcorp.com/asx/iem/ishares-msci-emerging-markets-etf,"	997622000",64.36,-0.65,-1,Unclassified
ASX:NXL,"Nuix Limited (ASX:NXL)",https://www.listcorp.com/asx/nxl/nuix-limited,"	996469000",3.075,-0.00,-0.16,"Information Technology"
ASX:VGB,"Vanguard Australian Government Bond Index ETF (ASX:VGB)",https://www.listcorp.com/asx/vgb/vanguard-australian-government-bond-index-etf,"	992145000",45.39,-0.51,-1.11,Unclassified
ASX:NGI,"Navigator Global Investments Limited (ASX:NGI)",https://www.listcorp.com/asx/ngi/navigator-global-investments-limited,"	991952000",1.995,-0.03,-1.72,Financials
ASX:A4N,"Alpha HPA Limited (ASX:A4N)",https://www.listcorp.com/asx/a4n/alpha-hpa-limited,"	981412000",0.92,0.06,6.36,Materials
ASX:MRM,"MMA Offshore Limited (ASX:MRM)",https://www.listcorp.com/asx/mrm/mma-offshore-limited,"	977876000",2.66,0.08,3.1,Energy
ASX:GTK,"Gentrack Group Limited (ASX:GTK)",https://www.listcorp.com/asx/gtk/gentrack-group-limited,"	972800000",9.43,0.03,0.32,"Information Technology"
ASX:GEM,"G8 Education Limited (ASX:GEM)",https://www.listcorp.com/asx/gem/g8-education-limited,"	959265000",1.18,-0.00,-0.42,"Consumer Discretionary"
